Date,Price
20-Nov-19,19.92
21-Nov-19,19.82
22-Nov-19,19.86
25-Nov-19,19.8
26-Nov-19,19.5
27-Nov-19,19.74
28-Nov-19,19.74
29-Nov-19,19.62
2-Dec-19,19.56
3-Dec-19,19.46
4-Dec-19,19.3
5-Dec-19,19.34
6-Dec-19,19.16
9-Dec-19,19.02
10-Dec-19,18.96
11-Dec-19,19
12-Dec-19,18.96
13-Dec-19,18.92
16-Dec-19,18.84
17-Dec-19,19
18-Dec-19,19.56
19-Dec-19,19.62
20-Dec-19,19.82
23-Dec-19,20.04
24-Dec-19,19.82
26-Dec-19,19.68
27-Dec-19,19.88
30-Dec-19,19.98
31-Dec-19,19.44
2-Jan-20,19.9
3-Jan-20,19.96
6-Jan-20,19.9
7-Jan-20,20.12
8-Jan-20,19.6
9-Jan-20,19.56
10-Jan-20,19.54
13-Jan-20,19.22
14-Jan-20,19.14
15-Jan-20,19.56
16-Jan-20,19.56
17-Jan-20,19.6
20-Jan-20,19.48
21-Jan-20,19.48
22-Jan-20,19.02
23-Jan-20,19.14
24-Jan-20,19.18
28-Jan-20,18.96
29-Jan-20,19
30-Jan-20,18.9
31-Jan-20,18.6
3-Feb-20,18.56
4-Feb-20,18.2
5-Feb-20,18
6-Feb-20,18.4
7-Feb-20,18.34
10-Feb-20,18.28
11-Feb-20,18.3
12-Feb-20,17.78
13-Feb-20,17.8
14-Feb-20,17.62
17-Feb-20,17.62
18-Feb-20,17.7
19-Feb-20,17.94
20-Feb-20,18.12
21-Feb-20,18.14
24-Feb-20,17.4
25-Feb-20,17.52
26-Feb-20,17.2
27-Feb-20,17.3
28-Feb-20,17.1
2-Mar-20,17.08
3-Mar-20,17.76
4-Mar-20,17.9
5-Mar-20,18
6-Mar-20,17.66
9-Mar-20,17.02
10-Mar-20,17.3
11-Mar-20,16.8
12-Mar-20,16.2
13-Mar-20,15.3
16-Mar-20,14.5
17-Mar-20,13.9
18-Mar-20,13.02
19-Mar-20,12.66
20-Mar-20,14.04
23-Mar-20,13.9
24-Mar-20,15.24
25-Mar-20,15.72
26-Mar-20,15.54
27-Mar-20,15.9
30-Mar-20,15.82
31-Mar-20,15.9
1-Apr-20,15.68
2-Apr-20,15.8
3-Apr-20,15.7
6-Apr-20,15.9
7-Apr-20,15.9
8-Apr-20,15.82
9-Apr-20,15.88
10-Apr-20,15.88
13-Apr-20,15.84
14-Apr-20,15.84
15-Apr-20,15.84
16-Apr-20,15.94
17-Apr-20,16.04
20-Apr-20,16.16
21-Apr-20,15.74
22-Apr-20,15.72
23-Apr-20,15.86
24-Apr-20,15.82
27-Apr-20,15.76
28-Apr-20,15.94
29-Apr-20,16
30-Apr-20,16.38
4-May-20,15.86
5-May-20,16.06
6-May-20,15.74
8-May-20,15.74
12-May-20,15.52
13-May-20,15.6
14-May-20,15.42
15-May-20,15.34
18-May-20,15.36
19-May-20,15.5
20-May-20,15.46
21-May-20,15.48
22-May-20,15.26
27-May-20,15.24
28-May-20,15.18
29-May-20,14.66
1-Jun-20,14.58
2-Jun-20,15.64
3-Jun-20,17.38
4-Jun-20,17.5
5-Jun-20,17.32
9-Jun-20,17.38
10-Jun-20,17.34
11-Jun-20,17.24
12-Jun-20,16.8
15-Jun-20,16.42
16-Jun-20,16.42
17-Jun-20,16.96
18-Jun-20,16.8
19-Jun-20,16.58
22-Jun-20,16.78
23-Jun-20,16.4
24-Jun-20,16.48
25-Jun-20,16.38
26-Jun-20,16.56
29-Jun-20,16.44
30-Jun-20,16.5
1-Jul-20,16.52
2-Jul-20,16.94
3-Jul-20,17.06
6-Jul-20,17.34
7-Jul-20,17.4
8-Jul-20,18
9-Jul-20,18.5
10-Jul-20,18.5
13-Jul-20,18.52
14-Jul-20,18.7
15-Jul-20,18.6
16-Jul-20,18.42
17-Jul-20,18.28
20-Jul-20,17.64
21-Jul-20,17.98
22-Jul-20,17.86
23-Jul-20,17.92
24-Jul-20,17.72
27-Jul-20,17.52
28-Jul-20,17.52
29-Jul-20,17.54
30-Jul-20,17
3-Aug-20,16.56
4-Aug-20,16.7
5-Aug-20,16.68
6-Aug-20,16.98
7-Aug-20,16.76
10-Aug-20,16.8
11-Aug-20,16.92
12-Aug-20,17.4
13-Aug-20,17.8
14-Aug-20,17.8
17-Aug-20,17.8
18-Aug-20,17.66
19-Aug-20,17.48
21-Aug-20,17.3
24-Aug-20,16.98
25-Aug-20,16.96
26-Aug-20,16.6
27-Aug-20,16.62
28-Aug-20,16.42
1-Sep-20,15.92
2-Sep-20,16.14
3-Sep-20,16.1
4-Sep-20,16
7-Sep-20,16.06
8-Sep-20,16
9-Sep-20,16.1
10-Sep-20,16.18
11-Sep-20,16.08
14-Sep-20,16.04
15-Sep-20,16.7
17-Sep-20,16.5
18-Sep-20,15.94
21-Sep-20,15.68
22-Sep-20,15.86
23-Sep-20,15.64
24-Sep-20,15.52
25-Sep-20,15.44
28-Sep-20,15.42
29-Sep-20,15.58
30-Sep-20,15.7
